ID,Restaurant,Address,Time,Price,District,Lowest_price,Highest_price,Average_price
130,Út Hương - Cơm & Món Xào,"TK18/1 Nguyễn Cảnh Chân, P. Cầu Kho, Quận 1, TP. HCM",00:00 - 00:00,35.000 - 220.000,Quận 1,35000,220000,127500.0
131,Ngoại Ưi - Bánh Tráng Chấm - Lê Công Kiều,"36 Lê Công Kiều, P. Nguyễn Thái Bình, Quận 1, TP. HCM",00:00 - 00:00,10.000 - 20.000,Quận 1,10000,20000,15000.0
132,Bánh Mì Huynh Hoa - Bánh Mì Pate,"26 Lê Thị Riêng, P. Bến Thành, Quận 1, TP. HCM",06:00 - 22:20,38.000 - 38.000,Quận 1,38000,38000,38000.0
133,Bánh Mì Bà Huynh - Cống Quỳnh,"185k Cống Quỳnh, P. Nguyễn Cư Trinh, Quận 1, TP. HCM",06:00 - 22:00,30.000 - 58.000,Quận 1,30000,58000,44000.0
134,Cơm Chiên & Nui Xào Bò - Cống Quỳnh,"102/12 Cống Quỳnh, Quận 1, TP. HCM",00:00 - 00:00,15.000 - 33.000,Quận 1,15000,33000,24000.0
135,Mì Ý Double B - Trần Hưng Đạo,"Hẻm 391 TK40/24 Trần Hưng Đạo, P. Cầu Kho, Quận 1, TP. HCM",00:00 - 00:00,17.000 - 75.000,Quận 1,17000,75000,46000.0
136,Thành Đạt - Hủ Tiếu Nam Vang - Nguyễn Hữu Cầu,"22B Nguyễn Hữu Cầu, P. Tân Định, Quận 1, TP. HCM",00:00 - 00:00,45.000 - 65.000,Quận 1,45000,65000,55000.0
137,Gà Rán Popeyes - Điện Biên Phủ,"58/13 Nguyễn Bỉnh Khiêm (Vòng Xoay Nguyễn Bỉnh Khiêm), P. Đa Kao, Quận 1, TP. HCM",00:00 - 00:00,30.000 - 170.000,Quận 1,30000,170000,100000.0
138,"Bento Delichi - Cơm Gà Xối Mỡ, Cơm Gà Mắm Tỏi - Quận 1","19/2 Nguyễn Thị Minh Khai, Bến Nghé, Quận 1, TP. HCM",00:00 - 00:00,40.000 - 50.000,Quận 1,40000,50000,45000.0
139,Cơm Tấm Bụi Sài Gòn - Thạch Thị Thanh,"100 Thạch Thị Thanh, P. Tân Định, Quận 1, TP. HCM",00:00 - 00:00,30.000 - 55.000,Quận 1,30000,55000,42500.0
140,Bánh Canh Cua - Trần Khắc Chân,"87 Trần Khắc Chân, P. Tân Định, Quận 1, TP. HCM",00:00 - 00:00,30.000 - 55.000,Quận 1,30000,55000,42500.0
141,Xù Food - Kimbap & Mì Trộn,"135/30 Trần Hưng Đạo, P. Cầu Ông Lãnh, Quận 1, TP. HCM",00:00 - 00:00,10.000 - 155.000,Quận 1,10000,155000,82500.0
142,Mỳ Ý Spaghetti To Go - Trần Hưng Đạo,"393/9 Trần Hưng Đạo, P. Cầu Kho, Quận 1, TP. HCM",00:00 - 00:00,25.000 - 95.000,Quận 1,25000,95000,60000.0
143,Cô Nga - Bún Thịt Nướng & Gỏi Cuốn,"TK29/15 Nguyễn Cảnh Chân, P. Cầu Kho, Quận 1, TP. HCM",00:00 - 00:00,7.000 - 30.000,Quận 1,7000,30000,18500.0
144,Cháo Sườn Chú Chen - Nguyễn Trãi,"281 - 283 Nguyễn Trãi, P. Nguyễn Cư Trinh, Quận 1, TP. HCM",00:00 - 00:00,35.000 - 79.000,Quận 1,35000,79000,57000.0
145,Bún Thịt Nướng Kiều Bảo - Đề Thám,"139 Đề Thám, P. Cô Giang, Quận 1, TP. HCM",00:00 - 00:00,10.000 - 25.000,Quận 1,10000,25000,17500.0
146,Cơm Tấm Phúc Lộc Thọ - 236 Đinh Tiên Hoàng,"236 Đinh Tiên Hoàng, P. Đa Kao, Quận 1, TP. HCM",06:00 - 22:15,32.000 - 139.000,Quận 1,32000,139000,85500.0
147,TOUS les JOURS - Hai Bà Trưng,"180 Hai Bà Trưng, Quận 1, TP. HCM",00:00 - 00:00,30.000 - 66.000,Quận 1,30000,66000,48000.0
148,Cơm Chay Diệu Vy - Đề Thám,"61 Đề Thám, P. Cô Giang, Quận 1, TP. HCM",06:00 - 21:00,15.000 - 35.000,Quận 1,15000,35000,25000.0
149,Emy - Trái Cây Tươi Và Ăn Vặt - Nguyễn Trãi,"212A/A37 Nguyễn Trãi, P. Nguyễn Cư Trinh, Quận 1, TP. HCM",00:00 - 00:00,19.000 - 79.000,Quận 1,19000,79000,49000.0
150,Bready Bánh Mì Tươi - Burger Đĩa Bay - Mạc Đĩnh Chi,"62 Mạc Đĩnh Chi, P. Đakao, Quận 1, TP. HCM",00:00 - 00:00,40.000 - 66.000,Quận 1,40000,66000,53000.0
151,Cháo Trắng & Cháo Đậu HP - Phạm Viết Chánh,"112 Phạm Viết Chánh, P. Nguyễn Cư Trinh, Quận 1, TP. HCM",00:00 - 00:00,5.000 - 25.000,Quận 1,5000,25000,15000.0
152,Chè Hoa - Trần Cao Vân,"15 Trần Cao Vân, P. Đakao, Quận 1, TP. HCM",00:00 - 00:00,10.000 - 20.000,Quận 1,10000,20000,15000.0
153,Cơm Gà Hải Nam - Calmette,"205-207 Calmette, P. Nguyễn Thái Bình, Quận 1, TP. HCM",00:00 - 00:00,50.000 - 100.000,Quận 1,50000,100000,75000.0
154,Bigbro Korean Hotdog,"85 Hồ Tùng Mậu, P. Bến Nghé, Quận 1, TP. HCM",00:00 - 00:00,50.000 - 50.000,Quận 1,50000,50000,50000.0
155,Thành Đạt - Hủ Tíu Nam Vang - Cô Bắc,"34 Cô Bắc, P. Cầu Ông Lãnh, Quận 1, TP. HCM",00:00 - 23:59,35.000 - 50.000,Quận 1,35000,50000,42500.0
156,Cơm Tấm Kiều Giang - Trần Quang Khải,"192E Trần Quang Khải, Quận 1, TP. HCM",00:00 - 00:00,28.000 - 55.000,Quận 1,28000,55000,41500.0
157,Yến Lan - Bún Thịt Nướng & Bánh Hỏi,"Đối Diện 111 Nguyễn Hữu Cầu, P. Tân Định, Quận 1, TP. HCM",00:00 - 00:00,25.000 - 35.000,Quận 1,25000,35000,30000.0
158,Bún Riêu Gánh Bến Thành - Lê Thánh Tôn,"163 Lê Thánh Tôn, P. Bến Thành, Quận 1, TP. HCM",00:00 - 00:00,35.000 - 40.000,Quận 1,35000,40000,37500.0
159,Bánh Mì Chim Chạy - Thịt Nướng Than,"Cổng Chính chợ Thái Bình, P. Phạm Ngũ Lão, Quận 1, TP. HCM",00:00 - 00:00,17.000 - 20.000,Quận 1,17000,20000,18500.0
160,ANA FOODS - Dimsum & Cơm Gà - Nguyễn Thị Minh Khai,"18B/17 Nguyễn Thị Minh Khai, P. Đa Kao, Quận 1, TP. HCM",00:00 - 00:00,23.000 - 48.000,Quận 1,23000,48000,35500.0
161,Súp Cua Bông - Mạc Đĩnh Chi,"59C Mạc Đĩnh Chi, Quận 1, TP. HCM",06:10 - 21:00,17.000 - 25.000,Quận 1,17000,25000,21000.0
162,Bún Bò Huế Đông Ba - Since 1998,"207B Nguyễn Văn Thủ, P. Đa Kao, Quận 1, TP. HCM",06:00 - 21:00,38.000 - 55.000,Quận 1,38000,55000,46500.0
163,Bánh Mì Chim Chạy - 11/4 Nguyễn Thị Minh Khai,"11/4 Nguyễn Thị Minh Khai, P. Bến Nghé, Quận 1, TP. HCM",06:00 - 22:00,20.000 - 72.000,Quận 1,20000,72000,46000.0
164,Bún Riêu Cô Hương Béo - Nguyễn Thị Minh Khai,"19B Nguyễn Thị Minh Khai , P. Bến Nghé, Quận 1, TP. HCM",00:00 - 00:00,15.000 - 80.000,Quận 1,15000,80000,47500.0
165,Busan Korean Food - Món Hàn Quốc - Nguyễn Thái Học,"45/4 Nguyễn Thái Học, P. Cầu Ông Lãnh, Quận 1, TP. HCM",00:00 - 00:00,30.000 - 270.000,Quận 1,30000,270000,150000.0
166,Chivago Chicken - Gà Rán Hàn Quốc & Bia - Nguyễn Thái Học,"161 Nguyễn Thái Học, P. Phạm Ngũ Lão, Quận 1, TP. HCM",00:00 - 00:00,100.000 - 500.000,Quận 1,100000,500000,300000.0
167,Gỏi Cuốn Bà Dzú - Gỏi Cuốn & Bún Thịt Xào - Không Chi Nhánh,"26/26 Đỗ Quang Đẩu, P. Phạm Ngũ Lão, Quận 1, TP. HCM",00:00 - 00:00,8.000 - 25.000,Quận 1,8000,25000,16500.0
168,QUÁN BÚN BÒ & PHỞ CÔ SÁU - Nguyễn Trãi,"214/C40 Nguyễn Trãi, P. Nguyễn Cư Trinh, Quận 1, TP. HCM",00:00 - 00:00,10.000 - 90.000,Quận 1,10000,90000,50000.0
169,Quán No - Bún Đậu Mắm Tôm,"26/24/24 Đỗ Quang Đẩu, P. Phạm Ngũ Lão, Quận 1, TP. HCM",00:00 - 00:00,40.000 - 70.000,Quận 1,40000,70000,55000.0
170,Giò Chả Minh Châu - Lý Tự Trọng,"238 Lý Tự Trọng, P. Bến Thành, Quận 1, TP. HCM",06:00 - 17:55,100.000 - 330.000,Quận 1,100000,330000,215000.0
171,Bonchon Chicken Vietnam - Lý Tự Trọng,"43 Lý Tự Trọng, P. Bến Nghé, Quận 1, TP. HCM",00:00 - 00:00,25.000 - 250.000,Quận 1,25000,250000,137500.0
172,Bánh Mì 611 - Lương Hữu Khánh,"9A Lương Hữu Khánh, P. Phạm Ngũ Lão, Quận 1, TP. HCM",00:00 - 00:00,25.000 - 60.000,Quận 1,25000,60000,42500.0
173,Cháo Sườn Cô Giang - Cô Giang,"185 Cô Giang, P. Cô Giang, Quận 1, TP. HCM",00:00 - 00:00,10.000 - 40.000,Quận 1,10000,40000,25000.0
174,Cơm Ngon Hà Nội - 131 Nguyễn Du,"131 Nguyễn Du, P. Bến Thành, Quận 1, TP. HCM",00:00 - 00:00,11.000 - 25.000,Quận 1,11000,25000,18000.0
175,Bún Thái Hải Sản - Vân Trường - Trần Quang Khải,"102/2 Trần Quang Khải, P. Tân Định, Quận 1, TP. HCM",00:00 - 00:00,35.000 - 60.000,Quận 1,35000,60000,47500.0
176,Xôi Làng Nghề - Chuẩn Vị Bắc - Nguyễn Thị Minh Khai,"11E Nguyễn Thị Minh Khai, P. Bến Nghé, Quận 1, TP. HCM",06:20 - 20:30,20.000 - 50.000,Quận 1,20000,50000,35000.0
177,Bánh Cuốn Ba Miền - Trần Quang Khải,"205 Trần Quang Khải, P. Tân Định, Quận 1, TP. HCM",00:00 - 23:59,33.000 - 45.000,Quận 1,33000,45000,39000.0
178,Bánh Cuốn Tây Hồ - Đinh Tiên Hoàng,"127 Đinh Tiên Hoàng, P. Đa Kao, Quận 1, TP. HCM",06:00 - 19:45,30.000 - 55.000,Quận 1,30000,55000,42500.0
179,Cơm Tấm Sườn Que - Nguyễn Thị Minh Khai,"15M Nguyễn Thị Minh Khai, P. Bến Nghé, Quận 1, TP. HCM",00:00 - 00:00,20.000 - 200.000,Quận 1,20000,200000,110000.0
180,Burger King - Phạm Ngũ Lão,"275 - 277 Phạm Ngũ Lão, P. Phạm Ngũ Lão, Quận 1, TP. HCM",00:00 - 00:00,80.000 - 121.000,Quận 1,80000,121000,100500.0
181,Quán Ngon - Bún Chả Hà Nội & Đặc Sản Vùng Miền - Đề Thám,"209 Đề Thám, P. Phạm Ngũ Lão, Quận 1, TP. HCM",00:00 - 00:00,0 - 0,Quận 1,0,0,0.0
182,Thanh Thành Đạt - Hủ Tiếu Nam Vang - 43 Đinh Tiên Hoàng,"43 Đinh Tiên Hoàng, P. Đa Kao, Quận 1, TP. HCM",06:00 - 22:00,35.000 - 50.000,Quận 1,35000,50000,42500.0
183,Thế Giới Donut - Hai Bà Trưng,"210 Hai Bà Trưng, P. Tân Định, Quận 1, TP. HCM",00:00 - 00:00,12.000 - 33.000,Quận 1,12000,33000,22500.0
184,Cơm Gà Xối Mỡ Su Su,"117/1D Cống Quỳnh, P. Nguyễn Cư Trinh, Quận 1, TP. HCM",00:00 - 00:00,28.000 - 44.000,Quận 1,28000,44000,36000.0
185,Gà Rán KFC - Trịnh Văn Cấn - Nguyễn Thái Học,"35 Trịnh Văn Cấn, P. Cầu Ông Lãnh, Quận 1, TP. HCM",00:00 - 00:00,30.000 - 88.000,Quận 1,30000,88000,59000.0
186,Hồng Hạnh - Bánh Cuốn & Món Huế,"17A Nguyễn Thị Minh Khai, P. Bến Nghé, Quận 1, TP. HCM",06:00 - 22:40,25.000 - 77.000,Quận 1,25000,77000,51000.0
187,Cu Sữa - Tré Trộn,"59 Nguyễn Du, P. Bến Nghé, Quận 1, TP. HCM",00:00 - 00:00,20.000 - 50.000,Quận 1,20000,50000,35000.0
188,Phở Hà - Hải Triều - Since 1990,"19 Hải Triều, P. Bến Nghé, Quận 1, TP. HCM",00:00 - 23:59,45.000 - 60.000,Quận 1,45000,60000,52500.0
189,DODO PIZZA - Trần Hưng Đạo,"147A Trần Hưng Đạo, P. Cầu Ông Lãnh, Quận 1, TP. HCM",00:00 - 00:00,68.000 - 525.000,Quận 1,68000,525000,296500.0
190,Bò Kho Cô Mai - Since 1984 - Nguyễn Thị Minh Khai,"25 Nguyễn Thị Minh Khai, P. Bến Nghé, Quận 1, TP. HCM",00:00 - 00:00,10.000 - 50.000,Quận 1,10000,50000,30000.0
191,Phở Phú Vương - Nguyễn Thái Bình,"120 Nguyễn Thái Bình, P. Nguyễn Thái Bình, Quận 1, TP. HCM",06:00 - 21:30,50.000 - 80.000,Quận 1,50000,80000,65000.0
192,Cá Viên Chiên - Lương Hữu Khánh,"33A Lương Hữu Khánh, P. Phạm Ngũ Lão, Quận 1, TP. HCM",00:00 - 00:00,20.000 - 55.000,Quận 1,20000,55000,37500.0
193,Phá Lấu Lì - Sương Nguyệt Ánh,"1A Sương Nguyệt Ánh, P. Bến Thành, Quận 1, TP. HCM",00:00 - 00:00,30.000 - 110.000,Quận 1,30000,110000,70000.0
194,Bánh Canh Cua Út Thảo - Lê Thánh Tôn,"171 Lê Thánh Tôn, P. Bến Nghé, Quận 1, TP. HCM",00:00 - 00:00,30.000 - 300.000,Quận 1,30000,300000,165000.0
195,The Pizza Company - Nguyễn Thái Học,"105 - 107 Nguyễn Thái Học, P. Cầu Ông Lãnh, Quận 1, TP. HCM",00:00 - 00:00,100.000 - 250.000,Quận 1,100000,250000,175000.0
196,A Tùng - Bánh Mì Bò Nướng Bơ Cambodia - Cống Quỳnh,"171 Cống Quỳnh, Quận 1, TP. HCM",00:00 - 00:00,5.000 - 15.000,Quận 1,5000,15000,10000.0
197,Vina Chuối - Huỳnh Thúc Kháng,"25 Huỳnh Thúc Kháng, P. Bến Nghé, Quận 1, TP. HCM",00:00 - 00:00,8.000 - 8.000,Quận 1,8000,8000,8000.0
198,MANMARU - Ẩm Thực Nhật Bản - Mạc Đĩnh Chi,"71 Mạc Đĩnh Chi, P. Đa Kao, Quận 1, TP. HCM",00:00 - 00:00,150.000 - 300.000,Quận 1,150000,300000,225000.0
199,Cô Thủy - Bánh Tráng Nướng,"4 Đường Số 4, P. Bình An, Thành Phố Thủ Đức, TP. HCM",00:00 - 00:00,10.000 - 35.000,Quận 2,10000,35000,22500.0
200,Cơm Vịt Quay Hồng Kông,"199M Nguyễn Văn Hưởng, P. Thảo Điền, Thành Phố Thủ Đức, TP. HCM",00:00 - 00:00,30.000 - 60.000,Quận 2,30000,60000,45000.0
201,Nhà Hàng Ẩm Thực Quê Nhà - Trần Não,"168 Trần Não, P. An Khánh, Quận 2, TP. HCM",00:00 - 00:00,25.000 - 150.000,Quận 2,25000,150000,87500.0
202,Dao Hua - Taiwanese Hotpot Paradise - Estella Place,"Tầng 3, Tầng 3, L3 - L10 Estella Place, 88 Song Hành, P. An Phú, Quận 2, TP. HCM",00:00 - 00:00,50.000 - 300.000,Quận 2,50000,300000,175000.0
203,Quê Hương - Bánh Lọc & Bánh Nậm - Đường Số 14,"26 Đường Số 14, P. Bình Trưng Tây, Thành Phố Thủ Đức, TP. HCM",00:00 - 00:00,0 - 0,Quận 2,0,0,0.0
204,GRAYO - Sữa Chua Hy Lạp - Song Hành,"88 Song Hành, P. An Phú, Quận 2, TP. HCM",00:00 - 00:00,0 - 0,Quận 2,0,0,0.0
205,"Tiệm Bánh Hoa Piones - Bánh Bò, Bánh Chuối & Bánh Mì","25/2 Đường Số 6, P. Bình Trưng Tây, Quận 2, TP. HCM",00:00 - 00:00,0 - 0,Quận 2,0,0,0.0
206,Thái By The Lost Art - Đồ Ăn & Đồ Uống - Xuân Thủy,"48bis Xuân Thủy, P. Thảo Điền, Quận 2, TP. HCM",00:00 - 00:00,0 - 0,Quận 2,0,0,0.0
207,Cơm Tấm Thủ Thiêm,"39 Đỗ Xuân Hợp, P. Bình Trưng Đông, Quận 2, TP. HCM",00:00 - 00:00,29.000 - 39.000,Quận 2,29000,39000,34000.0
208,Bún Bò Thiên Lộc - Đường 12,"67 Đường Số 12, P. An Khánh, Quận 2, TP. HCM",00:00 - 00:00,5.000 - 99.000,Quận 2,5000,99000,52000.0
209,Dr.Kpop Kimchi - Món Ăn Hàn Quốc - Quốc Hương,"33/32 Quốc Hương, P. Thảo Điền, Quận 2, TP. HCM",00:00 - 00:00,0 - 0,Quận 2,0,0,0.0
210,Hiền Bary - Cơm Tấm,"86D Song Hành, P. An Phú, Quận 2, TP. HCM",00:00 - 00:00,8.000 - 92.000,Quận 2,8000,92000,50000.0
211,Mì Quảng SaLa - Mì Quảng - Đường Số 47,"5 Đường Số 47, P. Bình An, Thành Phố Thủ Đức, TP. HCM",00:00 - 00:00,0 - 0,Quận 2,0,0,0.0
212,Titi Bakery - Đường Số 34,"51 Đường Số 34, P. An Phú, Quận 2, TP. HCM",00:00 - 00:00,35.000 - 85.000,Quận 2,35000,85000,60000.0
213,Hủ Tiếu Sườn - SA2-0019,"SA2-0019, 28 Mai Chí Thọ, P. An Phú, Quận 2, TP. HCM",00:00 - 00:00,0 - 0,Quận 2,0,0,0.0
214,Bếp én - Bánh mì Gia Lai - Shop Online,"2 Tống Hữu Định, P. Thảo Điền, Quận 2, TP. HCM",00:00 - 00:00,0 - 0,Quận 2,0,0,0.0
215,Kiều Linh - Má Heo Nướng Muối Ớt - Trần Não,"193 Trần Não, P. An Bình, Quận 2, TP. HCM",00:00 - 00:00,88.000 - 88.000,Quận 2,88000,88000,88000.0
216,Azfood - Trái Cây Sấy - Shop Online,"215B3 Nguyễn Văn Hưởng, P. Thảo Điền, Quận 2, TP. HCM",00:00 - 00:00,20.000 - 150.000,Quận 2,20000,150000,85000.0
217,Cơm Tấm 25 & Cơm VP - Trần Não,"83/24 Đường Số 6, P. An Khánh, Quận 2, TP. HCM",00:00 - 00:00,5.000 - 59.000,Quận 2,5000,59000,32000.0
218,Ăn Vặt Hoàng Yến - Shop Online,"10A Đường 29, P. Bình Trưng Tây, Quận 2, TP. HCM",00:00 - 00:00,0 - 0,Quận 2,0,0,0.0
219,Zhi Coffee,"195 Nguyễn Thị Định, P. Bình Trưng Tây , Thành Phố Thủ Đức, TP. HCM",05:00 - 11:30,30.000 - 50.000,Quận 2,30000,50000,40000.0
220,Cô Huệ - Bún Nem Nướng Phú Yên,"771A Đường Số 5, P. An Phú, Quận 2, TP. HCM",00:00 - 00:00,10.000 - 25.000,Quận 2,10000,25000,17500.0
221,Phố Lãng Mạn - Kimbap & Tukbokki,"3 Nguyễn Quí Đức, P. An Phú, Quận 2, TP. HCM",00:00 - 00:00,10.000 - 45.000,Quận 2,10000,45000,27500.0
222,Ăn Vặt Má Hoa,"Chung Cư Đức Khải, Đường Số 4, P. Bình Khánh, Quận 2, TP. HCM",00:00 - 00:00,9.000 - 149.000,Quận 2,9000,149000,79000.0
223,Lẩu Chay - Minh Tâm 5,"44 Đường Số 56, P. Bình Trưng Đông, Quận 2, TP. HCM",00:00 - 00:00,10.000 - 140.000,Quận 2,10000,140000,75000.0
224,Mino - Coffee & Cơm Văn Phòng,"214 Bùi Tá Hán, P. An Phú, Quận 2, TP. HCM",00:00 - 00:00,10.000 - 45.000,Quận 2,10000,45000,27500.0
225,Pasta Fever,"1/19 Đường Số 6, P. Bình An, Quận 2, TP. HCM",00:00 - 00:00,35.000 - 99.000,Quận 2,35000,99000,67000.0
226,Chú Ngữ - Vịt Quay Lạng Sơn,"361B Lương Định Của, P. An Phú, Quận 2, TP. HCM",00:00 - 00:00,130.000 - 250.000,Quận 2,130000,250000,190000.0
227,Country Club Panini & Coffee,"257/277G Lương Định Của, P. An Phú, Quận 2, TP. HCM",00:00 - 00:00,50.000 - 135.000,Quận 2,50000,135000,92500.0
228,GDP's - Bún Thái Cay - Shop Online,"72/12/1B Nguyễn Tư Nghiêm, P. Bình Trưng Tây, Quận 2, TP. HCM",00:00 - 00:00,15.000 - 45.000,Quận 2,15000,45000,30000.0
229,Huê Liên - Món Chay,"31 - 33 Đường Số 4, KP. 1, P. Thạnh Mỹ Lợi, Quận 2, TP. HCM",00:00 - 00:00,10.000 - 35.000,Quận 2,10000,35000,22500.0
230,Cơm Xá Xíu Thượng Hạng 88 - Thân Văn Nhiếp,"62 Thân Văn Nhiếp, P. An Phú, Thành Phố Thủ Đức, TP. HCM",00:00 - 00:00,30.000 - 50.000,Quận 2,30000,50000,40000.0
231,Sóoc Nhỏ - Mì Xào Homemade,"94/45 Đường Số 39, P. Bình Trưng Tây, Quận 2, TP. HCM",00:00 - 00:00,15.000 - 40.000,Quận 2,15000,40000,27500.0
232,Hoa Biển Quán - Cháo & Hải Sản,"201A Nguyễn Duy Trinh, P. Bình Trưng Tây, Quận 2, TP. HCM",00:00 - 00:00,30.000 - 40.000,Quận 2,30000,40000,35000.0
233,The Molly's Purple Rice x Yogurt,"25 Đường Số 12, P. An Phú, Quận 2, TP. HCM",00:00 - 00:00,30.000 - 100.000,Quận 2,30000,100000,65000.0
234,StreetOS - Snack Da Cá Chiên Giòn - Xa Lộ Hà Nội,"628C Xa Lộ Hà Nội, P. An Phú, Quận 2, TP. HCM",00:00 - 00:00,40.000 - 65.000,Quận 2,40000,65000,52500.0
235,Mẹt Home - Shop Online,"37 Đường Số 2, P. Thảo Điền, Quận 2, TP. HCM",00:00 - 00:00,20.000 - 270.000,Quận 2,20000,270000,145000.0
236,Cô Phúc - Gỏi Cuốn,"907/1A Nguyễn Thị Định, P. Cát Lái, Quận 2, TP. HCM",00:00 - 00:00,5.000 - 30.000,Quận 2,5000,30000,17500.0
237,Ăn Vặt Bếp Chị Ba,"21/11 Đường Số 9, P. Thảo Điền, Quận 2, TP. HCM",00:00 - 00:00,7.000 - 199.000,Quận 2,7000,199000,103000.0
238,Ăn Vặt Phương Thy Thy - Đường 20,"45 Đường 20 Trần Não, P. An Khánh, Quận 2, TP. HCM",00:00 - 00:00,10.000 - 500.000,Quận 2,10000,500000,255000.0
239,Xôi Gà Chợ Chiều - Đường Số 31,"32A Đường Số 31, P. Bình Trưng Tây, Quận 2, TP. HCM",00:00 - 00:00,40.000 - 40.000,Quận 2,40000,40000,40000.0
240,Cơm Tấm Sườn Bì Chả Trứng & Gà Nướng - Sinh Đôi Quán,"49A Quốc Hương, P. Thảo Điền, Quận 2, TP. HCM",00:00 - 00:00,35.000 - 150.000,Quận 2,35000,150000,92500.0
241,Ẩm Thực Chay Ommi - Nguyễn Hoàng,"12 Nguyễn Hoàng, Khu Phố 5, P. An Phú, Thành Phố Thủ Đức, TP. HCM",00:00 - 00:00,0 - 0,Quận 2,0,0,0.0
242,Ngọc Toàn - Bánh Bèo & Bánh Bột Lọc,"55A Lê Văn Thịnh, P. Bình Trưng Đông, Quận 2, TP. HCM",00:00 - 00:00,20.000 - 30.000,Quận 2,20000,30000,25000.0
243,Bún Mắm Nêm U-Food,"63A Đường Số 6, P. Bình An, Quận 2, TP. HCM",00:00 - 00:00,5.000 - 35.000,Quận 2,5000,35000,20000.0
244,Bánh Ướt Lòng Gà 52 - Đường 51,"100 Đường 51, P. An Phú, Quận 2, TP. HCM",00:00 - 00:00,12.000 - 52.000,Quận 2,12000,52000,32000.0
245,"Nhà Quê - Cháo Lòng, Bún Đậu & Cơm Trưa","100 Đường Số 51, P. An Phú, Quận 2, TP. HCM",00:00 - 00:00,35.000 - 150.000,Quận 2,35000,150000,92500.0
246,Cơm Gà Xối Mỡ 269,"270 Lương Định Của, P. An Phú, Quận 2, TP. HCM",00:00 - 00:00,7.000 - 50.000,Quận 2,7000,50000,28500.0
247,Hùng Ký - Cơm Gà Xối Mỡ - Lương Định Của,"272 Lương Định Của, P. An Phú, Quận 2, TP. HCM",00:00 - 00:00,5.000 - 100.000,Quận 2,5000,100000,52500.0
248,Nhà Hàng Buồm Xanh - Nguyễn Quý Cảnh,"39 Nguyễn Quý Cảnh, P. An Phú, Quận 2, TP. HCM",00:00 - 00:00,45.000 - 250.000,Quận 2,45000,250000,147500.0
249,Sushi Đường Phố - Đường Số 9,"7 Đường 9, P. Thảo Điền, Quận 2, TP. HCM",00:00 - 00:00,10.000 - 79.000,Quận 2,10000,79000,44500.0
250,Sunrise Kebab - Nguyễn Duy Trinh,"543 Nguyễn Duy Trinh, P. Bình Trưng Đông, Quận 2, TP. HCM",00:00 - 00:00,25.000 - 30.000,Quận 2,25000,30000,27500.0
251,Divine's BBQ - Võ Trường Toản,"53 Võ Trường Toản, P. Thảo Điền, Thành Phố Thủ Đức, TP. HCM",00:00 - 00:00,80.000 - 120.000,Quận 2,80000,120000,100000.0
252,A Mập - Cháo Lòng - Đường Số 42,"113 Đường Số 42, P. Bình Trưng Đông, Quận 2, TP. HCM",00:00 - 00:00,10.000 - 200.000,Quận 2,10000,200000,105000.0
253,Cơm Thố Việt - Sala,"32 Nguyễn Cơ Thạch, P. An Lợi Đông, Quận 2, TP. HCM",00:00 - 00:00,8.000 - 79.000,Quận 2,8000,79000,43500.0
254,Daddy's Chicken - Đường Số 38 - Shop Online,"14 Đường Số 38, P. Thảo Điền, Quận 2, TP. HCM",00:00 - 00:00,15.000 - 299.000,Quận 2,15000,299000,157000.0
255,Cơm Gà Xối Mỡ - Trần Não,"35 Đường Số 12 Trần Não, P. Bình An, Quận 2, TP. HCM",00:00 - 00:00,25.000 - 35.000,Quận 2,25000,35000,30000.0
256,Hủ Tiếu Nam Vang & Bún Mắm - Đồng Văn Cống,"55 Đồng Văn Cống, P. Thạnh Mỹ Lợi, Quận 2, TP. HCM",00:00 - 00:00,25.000 - 50.000,Quận 2,25000,50000,37500.0
257,Juice Ơi - Shop Online,"Căn Hộ 1104, CC An Lộc 2, Vũ Tông Phan, P. An Phú, Quận 2, TP. HCM",00:00 - 00:00,30.000 - 200.000,Quận 2,30000,200000,115000.0
258,Fruit Land - Trái Cây Hộp Cắt Sẵn - Xuân Thủy,"83 Xuân Thủy, P. Thảo Điền, Quận 2, TP. HCM",00:00 - 00:00,40.000 - 60.000,Quận 2,40000,60000,50000.0
259,Đỗ Thuỵ - Song Hành,"99 Song Hành, P. An Phú, Thành Phố Thủ Đức, TP. HCM",00:00 - 00:00,20.000 - 70.000,Quận 2,20000,70000,45000.0
260,Phất - Bánh Mì & Bún Nem Nướng,"42 Đường Số 8A, Khu Đô Thị An Phú, P. An Khánh, Thành Phố Thủ Đức, TP. HCM",00:00 - 00:00,5.000 - 59.000,Quận 2,5000,59000,32000.0
261,Okkudak - Oven & Fried Chicken,"50 Xuân Thủy, P. Thảo Điền, Quận 2, TP. HCM",00:00 - 00:00,170.000 - 380.000,Quận 2,170000,380000,275000.0
262,Xích Ký - Bánh Mì & Bánh Hỏi Heo Quay - Lương Đình Của,"360 Lương Đình Của, P. An Phú, Thành Phố Thủ Đức, TP. HCM",00:00 - 00:00,15.000 - 40.000,Quận 2,15000,40000,27500.0
263,Bánh Gạo Cay Oppa Tokbokki - Thái Thuận,"3 Thái Thuận, P. An Phú, Quận 2, TP. HCM",00:00 - 00:00,25.000 - 120.000,Quận 2,25000,120000,72500.0
